流水号,流程类型,工作名称/文号,发起部门,发起人,开始时间,结束时间,公共附件,状态,操作
639,收到法院其他函件（含异议函）,--收到法院其他函件（含异议函）（2025年10月22日20:38）项目负责人,研发部,项目负责人,2025-10-22 20:38:57,,,执行中,流程图 点评 更多 催办 关注 结束 删除
638,材料接收与返还,{案件号}|[2]-{委托人}|[2]-材料接收与返还（2025年10月22日20:38）项目负责人,研发部,项目负责人,2025-10-22 20:38:43,2025-10-22 20:52:08,,已结束,流程图 点评 更多 恢复执行 编辑 删除
634,现场勘验,{案件号}|[2]-{委托人}|[2]-现场勘验（2025年10月22日20:20）项目辅助人,研发部,项目辅助人,2025-10-22 20:20:24,2025-10-22 20:52:08,,已结束,流程图 点评 更多 恢复执行 编辑 删除
633,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月22日19:53）档案管理员,研发部,档案管理员,2025-10-22 19:53:12,2025-10-22 19:54:35,,已结束,流程图 点评 更多 恢复执行 编辑 删除
632,编制内部质量控制文件,{案件号}|[2]-{委托人}|[2]-编制内部质量控制文件（2025年10月22日19:32）项目辅助人,研发部,项目辅助人,2025-10-22 19:32:13,2025-10-22 20:52:08,,已结束,流程图 点评 更多 恢复执行 编辑 删除
631,收到委托书,{案件号}|[2]-{委托人}|[2]-收到委托书（2025年10月17日11:31）档案管理员,研发部,档案管理员,2025-10-17 11:31:46,,,执行中,流程图 点评 更多 催办 关注 结束 删除
630,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月17日09:05）档案管理员,研发部,档案管理员,2025-10-17 09:05:47,2025-10-17 11:30:56,,已结束,流程图 点评 更多 恢复执行 编辑 删除
629,归档,{案件号}|[2]-{委托人}|[2]-归档（2025年10月16日16:44）档案管理员,研发部,档案管理员,2025-10-16 16:44:20,2025-10-16 16:47:15,,已结束,流程图 点评 更多 恢复执行 编辑 删除
628,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月16日16:43）档案管理员,研发部,档案管理员,2025-10-16 16:43:09,2025-10-16 16:43:27,,已结束,流程图 点评 更多 恢复执行 编辑 删除
627,出具征求意见稿,--出具征求意见稿（2025年10月16日16:37）项目辅助人,研发部,项目辅助人,2025-10-16 16:37:59,,,执行中,流程图 点评 更多 催办 关注 结束 删除
626,鉴定意见书征求意见稿送审稿编制,--鉴定意见书征求意见稿送审稿编制（2025年10月16日16:30）项目负责人,研发部,项目负责人,2025-10-16 16:30:37,2025-10-16 16:47:15,,已结束,流程图 点评 更多 恢复执行 编辑 删除
625,现场勘验,{案件号}|[2]-{委托人}|[2]-现场勘验（2025年10月16日16:18）项目辅助人,研发部,项目辅助人,2025-10-16 16:18:36,2025-10-16 16:47:15,,已结束,流程图 点评 更多 恢复执行 编辑 删除
624,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月16日16:13）档案管理员,研发部,档案管理员,2025-10-16 16:13:42,2025-10-16 16:14:12,,已结束,流程图 点评 更多 恢复执行 编辑 删除
623,编制内部质量控制文件,{案件号}|[2]-{委托人}|[2]-编制内部质量控制文件（2025年10月16日16:09）项目辅助人,研发部,项目辅助人,2025-10-16 16:09:11,2025-10-16 16:47:15,,已结束,流程图 点评 更多 恢复执行 编辑 删除
622,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月16日16:07）档案管理员,研发部,档案管理员,2025-10-16 16:07:40,2025-10-16 16:07:49,,已结束,流程图 点评 更多 恢复执行 编辑 删除
621,发交费通知书及相关函件,（2025）京民初 4455号-某某法院-发交费通知书及相关函件（2025年10月16日15:57）项目负责人,研发部,项目负责人,2025-10-16 15:57:40,2025-10-16 16:47:15,,已结束,流程图 点评 更多 恢复执行 编辑 删除
620,收到委托书,（2025）京民初 4455号-某某法院-收到委托书（2025年10月16日15:54）档案管理员,研发部,档案管理员,2025-10-16 15:54:54,2025-10-16 16:47:15,,已结束,流程图 点评 更多 恢复执行 编辑 删除
619,归档,{案件号}|[2]-{委托人}|[2]-归档（2025年10月16日15:51）档案管理员,研发部,档案管理员,2025-10-16 15:51:36,2025-10-16 15:52:42,,已结束,流程图 点评 更多 恢复执行 编辑 删除
618,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月16日15:50）档案管理员,研发部,档案管理员,2025-10-16 15:50:26,2025-10-16 15:50:44,,已结束,流程图 点评 更多 恢复执行 编辑 删除
617,出具鉴定意见书,（2025）京民初 4455号-某某法院-出具鉴定意见书（2025年10月16日15:48）项目负责人,研发部,项目负责人,2025-10-16 15:48:24,2025-10-16 15:52:42,,已结束,流程图 点评 更多 恢复执行 编辑 删除
616,鉴定意见书送审稿编制,（2025）京民初 4455号-某某法院-鉴定意见书送审稿编制（2025年10月16日15:44）项目负责人,研发部,项目负责人,2025-10-16 15:44:17,2025-10-16 15:52:42,,已结束,流程图 点评 更多 恢复执行 编辑 删除
615,归档,{案件号}|[2]-{委托人}|[2]-归档（2025年10月16日15:39）档案管理员,研发部,档案管理员,2025-10-16 15:39:38,2025-10-16 15:43:39,,已结束,流程图 点评 更多 恢复执行 编辑 删除
614,材料接收与返还,（2025）京民初 4455号-某某法院-材料接收与返还（2025年10月16日15:29）项目负责人,研发部,项目负责人,2025-10-16 15:29:29,2025-10-16 15:52:42,,已结束,流程图 点评 更多 恢复执行 编辑 删除
613,现场勘验,（2025）京民初 4455号-某某法院-现场勘验（2025年10月16日15:12）项目辅助人,研发部,项目辅助人,2025-10-16 15:12:46,2025-10-16 15:52:42,,已结束,流程图 点评 更多 恢复执行 编辑 删除
612,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月16日14:55）档案管理员,研发部,档案管理员,2025-10-16 14:55:20,2025-10-16 14:55:49,,已结束,流程图 点评 更多 恢复执行 编辑 删除
611,编制内部质量控制文件,{案件号}|[2]-{委托人}|[2]-编制内部质量控制文件（2025年10月16日14:24）项目辅助人,研发部,项目辅助人,2025-10-16 14:24:35,2025-10-16 15:52:42,,已结束,流程图 点评 更多 恢复执行 编辑 删除
610,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月16日13:57）档案管理员,研发部,档案管理员,2025-10-16 13:57:10,2025-10-16 13:57:29,,已结束,流程图 点评 更多 恢复执行 编辑 删除
607,发交费通知书及相关函件,（2025）京民初 4455号-某某法院-发交费通知书及相关函件（2025年10月16日13:45）项目负责人,研发部,项目负责人,2025-10-16 13:45:07,2025-10-16 15:52:42,,已结束,流程图 点评 更多 恢复执行 编辑 删除
606,初步勘验,（2025）京民初 4455号-某某法院-初步勘验（2025年10月16日11:29）项目负责人,研发部,项目负责人,2025-10-16 11:29:20,2025-10-16 15:52:42,,已结束,流程图 点评 更多 恢复执行 编辑 删除
605,收到委托书,（2025）京民初 4455号-某某法院-收到委托书（2025年10月16日11:06）档案管理员,研发部,档案管理员,2025-10-16 11:06:50,,,执行中,流程图 点评 更多 催办 关注 结束 删除
604,归档,{案件号}|[2]-{委托人}|[2]-归档（2025年10月16日10:45）档案管理员,研发部,档案管理员,2025-10-16 10:45:00,2025-10-16 10:51:44,,已结束,流程图 点评 更多 恢复执行 编辑 删除
603,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月16日10:43）档案管理员,研发部,档案管理员,2025-10-16 10:43:21,2025-10-22 19:27:52,,已结束,流程图 点评 更多 恢复执行 编辑 删除
601,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月16日10:41）档案管理员,研发部,档案管理员,2025-10-16 10:41:38,2025-10-16 10:42:07,,已结束,流程图 点评 更多 恢复执行 编辑 删除
600,出具鉴定意见书,（2025）京民初 4455号-某某法院-出具鉴定意见书（2025年10月16日10:24）项目负责人,研发部,项目负责人,2025-10-16 10:24:57,2025-10-16 10:51:44,,已结束,流程图 点评 更多 恢复执行 编辑 删除
597,发交费通知书及相关函件,123-张三1-发交费通知书及相关函件（2025年10月15日22:55）项目负责人,研发部,项目负责人,2025-10-15 22:55:38,2025-10-22 20:52:08,,已结束,流程图 点评 更多 恢复执行 编辑 删除
596,收到委托书,123-张三1-收到委托书（2025年10月15日22:09）项目辅助人,研发部,项目辅助人,2025-10-15 22:09:00,,,执行中,流程图 点评 更多 催办 关注 结束 删除
595,鉴定意见书送审稿编制,（2025）京民初 4455号-某某法院-鉴定意见书送审稿编制（2025年10月15日17:41）项目负责人,研发部,项目负责人,2025-10-15 17:41:45,2025-10-16 10:51:44,,已结束,流程图 点评 更多 恢复执行 编辑 删除
594,材料接收与返还,（2025）京民初 4455号-某某法院-材料接收与返还（2025年10月15日17:23）项目负责人,研发部,项目负责人,2025-10-15 17:23:07,,,执行中,流程图 点评 更多 催办 关注 结束 删除
593,现场勘验,{案件号}|[2]-{委托人}|[2]-现场勘验（2025年10月15日17:09）项目辅助人,研发部,项目辅助人,2025-10-15 17:09:58,2025-10-16 10:51:44,,已结束,流程图 点评 更多 恢复执行 编辑 删除
592,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月15日17:05）档案管理员,研发部,档案管理员,2025-10-15 17:05:09,2025-10-15 17:06:16,,已结束,流程图 点评 更多 恢复执行 编辑 删除
588,编制内部质量控制文件,{案件号}|[2]-{委托人}|[2]-编制内部质量控制文件（2025年10月15日16:29）项目辅助人,研发部,项目辅助人,2025-10-15 16:29:35,2025-10-16 10:51:44,,已结束,流程图 点评 更多 恢复执行 编辑 删除
586,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月15日16:20）档案管理员,研发部,档案管理员,2025-10-15 16:20:08,2025-10-15 16:23:04,,已结束,流程图 点评 更多 恢复执行 编辑 删除
585,发交费通知书及相关函件,（2025）京民初 4455号-某某法院-发交费通知书及相关函件（2025年10月15日15:56）项目负责人,研发部,项目负责人,2025-10-15 15:56:17,2025-10-16 10:51:44,,已结束,流程图 点评 更多 恢复执行 编辑 删除
584,收到委托书,（2025）京民初 4455号-某某法院-收到委托书（2025年10月15日15:52）项目负责人,研发部,项目负责人,2025-10-15 15:52:56,2025-10-16 10:51:44,,已结束,流程图 点评 更多 恢复执行 编辑 删除
583,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月15日15:30）档案管理员,研发部,档案管理员,2025-10-15 15:30:44,2025-10-15 15:45:24,,已结束,流程图 点评 更多 恢复执行 编辑 删除
582,发交费通知书及相关函件,（2025）京民初 4455号-某某法院-发交费通知书及相关函件（2025年10月15日15:21）项目负责人,研发部,项目负责人,2025-10-15 15:21:55,,,执行中,流程图 点评 更多 催办 关注 结束 删除
581,收到委托书,--收到委托书（2025年10月15日15:12）档案管理员,研发部,档案管理员,2025-10-15 15:12:52,2025-10-15 15:45:24,,已结束,流程图 点评 更多 恢复执行 编辑 删除
578,材料接收与返还,（2025）京民初 1113号-某某法院-材料接收与返还（2025年10月15日14:49）项目负责人,研发部,项目负责人,2025-10-15 14:49:40,,,执行中,流程图 点评 更多 催办 关注 结束 删除
576,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月15日14:29）档案管理员,研发部,档案管理员,2025-10-15 14:29:25,2025-10-15 14:29:49,,已结束,流程图 点评 更多 恢复执行 编辑 删除
574,初步勘验,（2025）京民初 4455号-某某法院-初步勘验（2025年10月15日14:18）项目负责人,研发部,项目负责人,2025-10-15 14:18:26,,,执行中,流程图 点评 更多 催办 关注 结束 删除
569,收到委托书,（2025）京民初 4455号-某某法院-收到委托书（2025年10月15日14:03）档案管理员,研发部,档案管理员,2025-10-15 14:03:51,,,执行中,流程图 点评 更多 催办 关注 结束 删除
568,收到委托书,（2025）京民初 1113号-某某法院-收到委托书（2025年10月15日13:59）档案管理员,研发部,档案管理员,2025-10-15 13:59:16,,,执行中,流程图 点评 更多 催办 关注 结束 删除
567,发交费通知书及相关函件,（2025）京民初 1113号-某某法院-发交费通知书及相关函件（2025年10月15日13:53）项目负责人,研发部,项目负责人,2025-10-15 13:53:37,,,执行中,流程图 点评 更多 催办 关注 结束 删除
566,收到委托书,（2025）京民初 1113号-某某法院-收到委托书（2025年10月15日13:49）档案管理员,研发部,档案管理员,2025-10-15 13:49:20,2025-10-15 14:29:49,,已结束,流程图 点评 更多 恢复执行 编辑 删除
565,归档,{案件号}|[2]-{委托人}|[2]-归档（2025年10月15日11:28）档案管理员,研发部,档案管理员,2025-10-15 11:28:58,2025-10-15 13:44:12,,已结束,流程图 点评 更多 恢复执行 编辑 删除
564,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月15日11:19）档案管理员,研发部,档案管理员,2025-10-15 11:19:21,2025-10-15 11:27:56,,已结束,流程图 点评 更多 恢复执行 编辑 删除
561,不予受理,（2025）京民初 4476号-某某法院-不予受理（2025年10月14日16:35）项目负责人,研发部,项目负责人,2025-10-14 16:35:19,2025-10-15 13:44:12,,已结束,流程图 点评 更多 恢复执行 编辑 删除
557,收到委托书,（2025）京民初 4476号-某某法院-收到委托书（2025年10月14日16:02）项目辅助人,研发部,项目辅助人,2025-10-14 16:02:40,2025-10-15 13:44:12,,已结束,流程图 点评 更多 恢复执行 编辑 删除
552,收到委托书,（2025）京民初 4457号-某某法院-收到委托书（2025年10月14日14:30）项目辅助人,研发部,项目辅助人,2025-10-14 14:31:00,,,执行中,流程图 点评 更多 催办 关注 结束 删除
551,收到委托书,（2025）京民初 4455号-某某法院-收到委托书（2025年10月13日15:50）档案管理员,研发部,档案管理员,2025-10-13 15:50:47,,,执行中,流程图 点评 更多 催办 关注 结束 删除
547,收到委托书,（2025）京0118民初5974号-北京市中级人民法院-收到委托书（2025年10月13日11:27）财务,研发部,财务,2025-10-13 11:27:52,,,执行中,流程图 点评 更多 催办 关注 结束 删除
545,归档,案件号2-委托人2-归档（2025年10月12日22:34）档案管理员,研发部,档案管理员,2025-10-12 22:34:58,2025-10-12 22:35:52,,已结束,流程图 点评 更多 恢复执行 编辑 删除
544,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月12日22:34）档案管理员,研发部,档案管理员,2025-10-12 22:34:06,2025-10-12 22:34:33,,已结束,流程图 点评 更多 恢复执行 编辑 删除
542,出具鉴定意见书,案件号2-委托人2-出具鉴定意见书（2025年10月12日22:32）项目负责人,研发部,项目负责人,2025-10-12 22:32:03,2025-10-15 17:05:43,,已结束,流程图 点评 更多 恢复执行 编辑 删除
541,鉴定意见书送审稿编制,案件号2-委托人2-鉴定意见书送审稿编制（2025年10月12日22:30）项目负责人,研发部,项目负责人,2025-10-12 22:30:43,2025-10-15 17:05:43,,已结束,流程图 点评 更多 恢复执行 编辑 删除
540,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月12日22:29）档案管理员,研发部,档案管理员,2025-10-12 22:29:43,2025-10-12 22:29:57,,已结束,流程图 点评 更多 恢复执行 编辑 删除
539,编制内部质量控制文件,{案件号}|[2]-{委托人}|[2]-编制内部质量控制文件（2025年10月12日22:27）项目辅助人,研发部,项目辅助人,2025-10-12 22:27:59,2025-10-15 17:05:43,,已结束,流程图 点评 更多 恢复执行 编辑 删除
538,用章申请表,{申请文件名称}|[2]-{申请人}|[2]-用章申请表（2025年10月12日22:26）档案管理员,研发部,档案管理员,2025-10-12 22:26:52,2025-10-12 22:27:13,,已结束,流程图 点评 更多 恢复执行 编辑 删除
537,发交费通知书及相关函件,案件号2-委托人2-发交费通知书及相关函件（2025年10月12日22:25）项目负责人,研发部,项目负责人,2025-10-12 22:25:22,2025-10-15 17:05:43,,已结束,流程图 点评 更多 恢复执行 编辑 删除
535,初步勘验,案件号2-委托人2-初步勘验（2025年10月12日22:23）项目负责人,研发部,项目负责人,2025-10-12 22:23:30,2025-10-15 17:05:43,,已结束,流程图 点评 更多 恢复执行 编辑 删除
534,收到委托书,案件号2-委托人2-收到委托书（2025年10月12日22:20）项目负责人,研发部,项目负责人,2025-10-12 22:20:47,,,执行中,流程图 点评 更多 催办 关注 结束 删除
532,归档,归档（2025年10月12日21:59）档案管理员,研发部,档案管理员,2025-10-12 21:59:57,2025-10-12 22:00:33,,已结束,流程图 点评 更多 恢复执行 编辑 删除
531,用章申请表,用章申请表（2025年10月12日21:59）档案管理员,研发部,档案管理员,2025-10-12 21:59:00,2025-10-12 21:59:40,,已结束,流程图 点评 更多 恢复执行 编辑 删除
530,出具鉴定意见书,出具鉴定意见书（2025年10月12日21:56:17）项目负责人,研发部,项目负责人,2025-10-12 21:56:17,2025-10-12 22:00:33,,已结束,流程图 点评 更多 恢复执行 编辑 删除
529,鉴定意见书送审稿编制,鉴定意见书送审稿编制（2025年10月12日21:52）项目负责人,研发部,项目负责人,2025-10-12 21:52:18,2025-10-12 22:00:33,,已结束,流程图 点评 更多 恢复执行 编辑 删除
528,用章申请表,用章申请表（2025年10月12日21:49）档案管理员,研发部,档案管理员,2025-10-12 21:49:02,2025-10-12 21:50:44,,已结束,流程图 点评 更多 恢复执行 编辑 删除
527,编制内部质量控制文件,编制内部质量控制文件（2025年10月12日21:42）项目辅助人,研发部,项目辅助人,2025-10-12 21:42:35,2025-10-12 22:00:33,,已结束,流程图 点评 更多 恢复执行 编辑 删除
526,用章申请表,用章申请表（2025年10月12日21:40）档案管理员,研发部,档案管理员,2025-10-12 21:40:32,2025-10-12 21:40:43,,已结束,流程图 点评 更多 恢复执行 编辑 删除
525,发交费通知书及相关函件,发交费通知书及相关函件（2025年10月12日21:38）项目负责人,研发部,项目负责人,2025-10-12 21:38:14,2025-10-12 22:00:33,,已结束,流程图 点评 更多 恢复执行 编辑 删除
521,初步勘验,初步勘验（2025年10月12日21:21）项目负责人,研发部,项目负责人,2025-10-12 21:21:20,2025-10-12 22:00:33,,已结束,流程图 点评 更多 恢复执行 编辑 删除
520,收到委托书,委托人1 案件号1 收到委托书（2025年10月12日21:18）项目负责人,研发部,项目负责人,2025-10-12 21:18:43,,,执行中,流程图 点评 更多 催办 关注 结束 删除
509,安全风险通知,安全风险通知(2025-08-13 21:32:22 (509)),综合办,系统管理员,2025-08-13 21:32:22,,,执行中,流程图 更多 催办 关注
508,安全风险通知,安全风险通知(2025-08-13 21:21:08 (508)),综合办,系统管理员,2025-08-13 21:21:08,,,执行中,流程图 更多 催办 关注
507,集团立项,集团立项（2025年08月13日15:10:22）系统管理员,综合办,系统管理员,2025-08-13 15:10:22,,,执行中,流程图 点评 更多 催办 关注 结束 删除
506,用车申请,用车申请(2025-08-13 15:02:41),综合办,系统管理员,2025-08-13 15:02:41,,,执行中,流程图 点评 更多 催办 关注 结束 删除
505,调班,调班(2025-08-13 15:02:08),综合办,系统管理员,2025-08-13 15:02:08,,,执行中,流程图 点评 更多 催办 关注 结束 删除
504,调班,调班(2025-08-13 15:01:39),综合办,系统管理员,2025-08-13 15:01:39,,,执行中,流程图 点评 更多 催办 关注 结束 删除
503,集团立项,集团立项（2025年08月13日15:00:48）系统管理员,综合办,系统管理员,2025-08-13 15:00:48,,,执行中,流程图 点评 更多 催办 取消关注 结束 删除
502,安全风险通知,安全风险通知(2025-08-12 18:59:52 (502)),综合办,系统管理员,2025-08-12 18:59:52,,,执行中,流程图 更多 催办 关注
499,实业立项新表,实业立项新表（2025年08月08日22:02:34）李四,财务部,,2025-08-08 22:02:40,,,执行中,流程图 点评 更多 催办 关注 结束 删除
498,客户信息,客户信息(2025-08-08 21:09:33),综合办,,2025-08-08 21:09:34,,,执行中,流程图 点评 更多 催办 关注 结束 删除
497,月计划,月计划(系统管理员/综合办/2025-08-07),综合办,系统管理员,2025-08-07 10:01:01,,,执行中,流程图 更多 催办 关注
496,合同审批单,合同审批单(2025080701/综合办/系统管理员),综合办,系统管理员,2025-08-07 09:37:18,,,执行中,流程图 更多 催办 关注
495,研发项目立项,研发项目立项(2025080701/系统管理员/2025-08-07),综合办,系统管理员,2025-08-07 09:36:40,,,执行中,流程图 更多 催办 关注
471,客户信息,客户信息(2025-08-02 23:05:30),综合办,,2025-08-02 23:05:31,,,执行中,流程图 点评 更多 催办 关注 结束 删除
470,月计划,月计划(李四/财务部/2025-08-02),财务部,,2025-08-02 15:25:02,,,执行中,流程图 更多 催办 关注
465,合同审批单,合同审批单(2025-08-01 09:43:05),财务部,,2025-08-01 09:43:09,,,执行中,流程图 更多 催办 关注
455,研发项目立项,研发项目立项(2025072901/张三/2025-07-29),综合办,,2025-07-29 12:52:45,,,执行中,流程图 更多 催办 关注
454,合同审批单,合同审批单(2025072901/综合办/张三),综合办,,2025-07-29 12:51:23,,,执行中,流程图 更多 催办 关注
453,印章使用审批,印章使用审批(2025-07-28 14:18:16),综合办,系统管理员,2025-07-28 14:18:16,,,执行中,流程图 点评 更多 催办 关注 结束 删除
452,出差申请,出差申请(2025-07-28 14:18:12),综合办,系统管理员,2025-07-28 14:18:12,,,执行中,流程图 点评 更多 催办 关注 结束 删除
441,客户信息,客户信息(2025-07-25 14:09:05),综合办,系统管理员,2025-07-25 14:09:06,,,执行中,流程图 点评 更多 催办 关注 结束 删除
440,出差申请,出差申请(2025-07-24 15:27:03),综合办,系统管理员,2025-07-24 15:27:03,,,执行中,流程图 点评 更多 催办 关注 结束 删除
439,用车申请,用车申请(2025-07-23 20:04:30),综合办,系统管理员,2025-07-23 20:04:30,,,执行中,流程图 点评 更多 催办 关注 结束 删除
438,合同审批单,合同审批单(2025-07-22 20:41:42),综合办,,2025-07-22 20:41:43,,,执行中,流程图 更多 催办 关注
433,入库单,入库单(2025-07-22 11:17:02 (433)),综合办,系统管理员,2025-07-22 11:17:03,,,执行中,流程图 更多 催办 关注
409,用车申请,用车申请(2025-07-21 19:34:44),综合办,系统管理员,2025-07-21 19:34:44,,,执行中,流程图 点评 更多 催办 关注 结束 删除
408,客户信息,客户信息(2025-07-21 11:28:50),综合办,,2025-07-21 11:28:51,,,执行中,流程图 点评 更多 催办 关注 结束 删除
387,付款审批,付款审批(2025-07-19 22:02:07),综合办,系统管理员,2025-07-19 22:02:07,,22.docx 阅读 新建 DOCX 文档.docx 阅读 新建 DOCX 文档.pdf 阅读,执行中,流程图 点评 更多 催办 关注 结束 删除
384,费用报销申请,费用报销申请(2025-07-19 11:55:41),研发部,项目负责人,2025-07-19 11:55:41,,,执行中,流程图 点评 更多 催办 关注 结束 删除
381,印章使用审批,印章使用审批(2025-07-18 14:09:58),财务部,,2025-07-18 14:09:58,,,执行中,流程图 点评 更多 催办 关注 结束 删除
379,出库单,出库单(财务部/李四/2025071701),财务部,,2025-07-17 16:17:49,,,执行中,流程图 更多 催办 关注
376,实业立项新表,实业立项新表（2025年07月15日22:11:43）李四,财务部,,2025-07-15 22:11:43,,,执行中,流程图 点评 更多 催办 关注 结束 删除
375,集团立项,集团立项（2025年07月15日22:11:03）系统管理员,综合办,系统管理员,2025-07-15 22:11:03,,,执行中,流程图 点评 更多 催办 关注 结束 删除
374,集团立项,集团立项（2025年07月15日22:10:48）系统管理员,综合办,系统管理员,2025-07-15 22:10:48,,,执行中,流程图 点评 更多 催办 关注 结束 删除
373,（子流程）煤炭企业项目立项审批,煤炭企业项目立项审批（2025年07月15日21:59）系统管理员,综合办,系统管理员,2025-07-15 21:59:40,2025-07-15 22:04:06,,已结束,流程图 点评 更多 恢复执行 编辑 删除
372,集团审批上报,集团审批上报（2025年07月15日21:58）系统管理员,综合办,系统管理员,2025-07-15 21:58:27,,,执行中,流程图 点评 更多 催办 关注 结束 删除
371,（子流程）煤炭企业项目立项审批,煤炭企业项目立项审批（2025年07月15日21:19）系统管理员,综合办,系统管理员,2025-07-15 21:19:40,2025-07-15 21:21:03,,已结束,流程图 点评 更多 恢复执行 编辑 删除
370,集团审批上报,集团审批上报（2025年07月15日21:17）系统管理员,综合办,系统管理员,2025-07-15 21:17:35,,,执行中,流程图 点评 更多 催办 关注 结束 删除
369,实业立项新表,实业立项新表（2025年07月15日20:50:07）李四,财务部,,2025-07-15 20:50:07,,,执行中,流程图 点评 更多 催办 关注 结束 删除
368,集团立项,集团立项（2025年07月15日20:49:56）系统管理员,综合办,系统管理员,2025-07-15 20:49:56,,,执行中,流程图 点评 更多 催办 关注 结束 删除
367,实业立项新表,实业立项新表（2025年07月15日20:43:35）李四,财务部,,2025-07-15 20:43:35,,,执行中,流程图 点评 更多 催办 关注 结束 删除
366,集团立项,集团立项（2025年07月15日20:43:28）系统管理员,综合办,系统管理员,2025-07-15 20:43:28,,,执行中,流程图 点评 更多 催办 关注 结束 删除
365,实业立项新表,实业立项新表（2025年07月15日20:42:53）李四,财务部,,2025-07-15 20:42:53,,,执行中,流程图 点评 更多 催办 关注 结束 删除
364,集团立项,集团立项（2025年07月15日20:42:42）系统管理员,综合办,系统管理员,2025-07-15 20:42:42,,,执行中,流程图 点评 更多 催办 关注 结束 删除
363,实业立项新表,实业立项新表（2025年07月15日20:34:57）李四,财务部,,2025-07-15 20:34:57,,,执行中,流程图 点评 更多 催办 关注 结束 删除
362,集团立项,集团立项（2025年07月15日20:34:48）系统管理员,综合办,系统管理员,2025-07-15 20:34:48,,,执行中,流程图 点评 更多 催办 关注 结束 删除
361,实业立项新表,实业立项新表（2025年07月15日20:21:42）李四,财务部,,2025-07-15 20:21:42,,,执行中,流程图 点评 更多 催办 关注 结束 删除
360,集团立项,集团立项（2025年07月15日20:21:34）系统管理员,综合办,系统管理员,2025-07-15 20:21:34,,,执行中,流程图 点评 更多 催办 关注 结束 删除
359,实业立项新表,实业立项新表（2025年07月15日20:20:57）李四,财务部,,2025-07-15 20:20:57,,,执行中,流程图 点评 更多 催办 关注 结束 删除
358,集团立项,集团立项（2025年07月15日20:20:48）系统管理员,综合办,系统管理员,2025-07-15 20:20:48,,,执行中,流程图 点评 更多 催办 关注 结束 删除
357,实业立项新表,实业立项新表（2025年07月15日20:20:22）李四,财务部,,2025-07-15 20:20:22,,,执行中,流程图 点评 更多 催办 关注 结束 删除
356,集团立项,集团立项（2025年07月15日20:20:14）系统管理员,综合办,系统管理员,2025-07-15 20:20:14,,,执行中,流程图 点评 更多 催办 关注 结束 删除
355,实业立项新表,实业立项新表（2025年07月15日20:18:29）李四,财务部,,2025-07-15 20:18:29,,,执行中,流程图 点评 更多 催办 关注 结束 删除
354,集团立项,集团立项（2025年07月15日20:18:20）系统管理员,综合办,系统管理员,2025-07-15 20:18:20,,,执行中,流程图 点评 更多 催办 关注 结束 删除
353,实业立项新表,实业立项新表（2025年07月15日20:17:07）李四,财务部,,2025-07-15 20:17:07,,,执行中,流程图 点评 更多 催办 关注 结束 删除
352,集团立项,集团立项（2025年07月15日20:16:58）系统管理员,综合办,系统管理员,2025-07-15 20:16:58,,,执行中,流程图 点评 更多 催办 关注 结束 删除
351,实业立项新表,实业立项新表（2025年07月15日20:08:37）李四,财务部,,2025-07-15 20:08:37,,,执行中,流程图 点评 更多 催办 关注 结束 删除
350,集团立项,集团立项（2025年07月15日20:08:25）系统管理员,综合办,系统管理员,2025-07-15 20:08:25,,,执行中,流程图 点评 更多 催办 关注 结束 删除
349,实业立项新表,实业立项新表（2025年07月15日20:06:52）李四,财务部,,2025-07-15 20:06:52,,,执行中,流程图 点评 更多 催办 关注 结束 删除
348,集团立项,集团立项（2025年07月15日20:06:44）系统管理员,综合办,系统管理员,2025-07-15 20:06:44,,,执行中,流程图 点评 更多 催办 关注 结束 删除
347,实业立项新表,实业立项新表（2025年07月15日20:06:31）李四,财务部,,2025-07-15 20:06:31,,,执行中,流程图 点评 更多 催办 关注 结束 删除
346,集团立项,集团立项（2025年07月15日20:06:23）系统管理员,综合办,系统管理员,2025-07-15 20:06:23,,,执行中,流程图 点评 更多 催办 关注 结束 删除
